brandId,tagIds
901,"[5, 2, 118, 3, 9, 36, 43, 88, 34, 16, 90, 12, 17, 182, 61, 19, 159, 7, 65, 56]"
902,"[128, 3, 25, 7, 110, 2]"
904,"[71, 5, 128, 72, 2, 131, 224]"
905,[]
906,"[2, 5, 3, 9, 12, 17, 30, 34, 7, 222, 100, 6, 38, 131, 20, 32, 52, 48, 40, 24]"
907,[]
908,[]
909,"[145, 21, 12]"
911,"[77, 5, 188]"
912,"[182, 42]"
913,[239]
914,"[5, 7, 26, 3, 45, 30, 12, 2, 42, 71, 17, 23, 24, 6, 100, 9, 21, 20, 65, 83]"
915,"[6, 26, 5, 224]"
916,"[2, 5, 12, 6, 34, 239, 147, 206, 7, 182, 138, 24, 238, 9, 173, 150, 88]"
917,"[26, 3, 7, 12, 5, 6, 65, 45, 72, 27, 2, 48, 75, 100, 95, 38, 126, 36, 40, 25]"
921,"[167, 171, 5]"
923,"[3, 7, 23, 6, 5, 20, 12, 165, 27, 2, 235, 105]"
925,[172]
926,"[195, 48, 23, 149, 5, 80, 3, 34, 84, 170, 2]"
928,[128]
929,"[12, 3, 7, 5, 36, 166, 34, 6, 2, 169, 23, 25, 113, 73, 9, 30, 40, 19, 174, 22]"
930,[]
931,"[121, 80, 100, 2, 6, 3, 5, 42, 17, 182, 7, 93, 12, 9, 69, 21, 67, 52, 23, 126]"
932,"[147, 119, 6, 12, 2, 26, 80, 42, 67, 17, 100, 45, 5, 20, 7, 63, 48, 9, 148, 69]"
933,"[3, 7, 2, 5, 23, 9, 48, 21, 100, 6, 17, 12, 242, 131, 20, 77, 94, 36, 52, 148]"
934,"[3, 5, 6, 7, 23, 2, 147, 12, 48, 26, 9, 17, 100, 38, 20, 65, 52, 36, 42, 242]"
935,"[3, 42, 5, 6, 23, 2, 48, 80, 17, 12, 26, 147, 7, 9, 34, 242, 100, 241, 98, 21]"
936,"[80, 100, 12, 3, 6, 5, 48, 121, 67, 2, 7, 20, 23, 126, 42, 22, 52, 26, 9, 93]"
937,[]
938,"[2, 26, 5, 52, 9, 6, 12, 109, 3, 126, 147, 20, 17, 7, 100, 42, 80, 71, 113, 24]"
939,[]
940,"[3, 7, 69, 43, 5, 9, 160, 126, 242, 22, 36, 2, 21, 26, 12, 100, 65, 83, 98, 42]"
941,[170]
942,"[188, 7]"
944,"[7, 94, 121, 3, 242, 209]"
945,"[147, 80, 7, 2, 6, 3, 5, 100, 12, 23, 26, 24, 52, 21, 20, 17, 42, 45, 165, 131]"
946,"[2, 5, 100, 69, 20, 12, 6, 26, 17, 95, 7, 65, 93, 21, 238, 225, 40, 241, 80, 75]"
947,"[7, 3]"
948,"[126, 7, 5, 160, 6, 12, 9, 196, 32, 24, 93, 2, 109, 94, 235, 17, 170, 131]"
949,"[34, 25, 7, 12]"
950,"[113, 20, 9, 5]"
951,"[24, 48]"
952,"[65, 159, 100, 5, 3, 213, 26, 7, 145, 9, 17, 6, 192, 43, 12, 150, 137, 94, 38, 42]"
953,"[3, 159, 2, 72, 100, 229, 137, 80, 36, 77, 9, 73]"
954,"[3, 27, 7, 2, 5, 100, 23, 12, 21, 45, 17, 9, 6, 30, 26, 126, 131, 83, 80, 65]"
956,"[6, 178, 3, 42, 2, 5, 23, 184]"
957,[204]
958,"[5, 126, 43, 9, 21, 123]"
959,"[5, 43, 51, 151, 36, 40, 25, 174, 30, 9, 110, 126, 139, 2]"
960,"[2, 12, 6, 5, 48, 17, 7, 100, 3, 80, 26, 42, 20, 9, 24, 131, 21, 23, 38, 126]"
961,[146]
962,[80]
963,"[159, 43, 5, 224, 128, 40, 36, 12, 34, 9, 16, 56, 188, 88, 94, 2, 137, 3, 25, 65]"
964,"[6, 3, 5, 12, 7, 32, 17, 9, 100, 2, 24, 48, 38, 40, 23, 175, 80, 30, 26, 113]"
966,"[80, 2, 27, 12, 5, 48, 17, 63, 6, 67, 9, 100, 52, 72, 202, 225, 42, 20, 97, 7]"
967,[]
968,"[5, 80, 2, 12, 17, 6, 42, 9, 100, 7, 34, 20, 69, 26, 48, 3, 126, 67, 169, 24]"
969,"[176, 43, 30, 25, 3]"
970,"[5, 6, 2, 27, 12, 17, 20, 126, 7, 30, 100, 9, 24, 38, 25, 80, 23, 26, 3, 169]"
971,[]
972,"[173, 30, 7, 12, 128]"
973,"[69, 213, 71, 3, 26, 12, 7, 2, 5, 6, 45, 9, 100, 30, 17, 65, 24, 34, 242, 21]"
974,"[2, 80, 5, 6, 20, 12, 93, 147, 9, 100, 7, 67, 48, 26, 23, 241, 17, 24, 169, 65]"
975,"[80, 6, 5, 206, 17, 12, 2, 20, 26, 77, 67, 48, 7, 23, 100, 241, 9, 24, 131, 38]"
979,[]
981,"[12, 5, 2, 9, 146, 69, 6, 17, 20, 7, 30, 19, 72, 21, 23, 26, 3, 65, 25, 126]"
982,"[22, 169, 131, 24, 6, 20, 100, 17, 2]"
983,"[16, 172]"
984,"[48, 5, 65, 126, 12, 36, 2, 26, 145, 199, 9, 94, 159, 7, 204, 78, 128, 22, 25, 6]"
985,"[7, 3, 65, 185, 36, 9, 26, 223, 105, 34, 23, 5, 12, 242, 44, 19, 2]"
986,"[12, 5, 43, 199, 27, 226, 3, 195, 26, 128, 9, 17, 73, 32, 7, 71, 83, 21, 242, 65]"
988,[]
989,[]
990,[]
991,[]
992,"[65, 36, 5, 2]"
993,"[2, 86, 26, 235, 90]"
994,"[12, 34, 5, 9, 36, 43, 65, 195, 150, 3, 73, 7, 199, 25, 2, 113, 17, 148, 166, 20]"
995,[151]
996,"[209, 139, 12, 80, 126, 67, 2, 197, 6, 24, 17, 21, 5, 224, 217]"
997,"[3, 5, 7, 9, 2, 30, 128, 100, 242, 65, 12, 40, 16, 154, 32, 17, 131, 43, 173, 88]"
998,"[5, 2, 80, 3, 48, 72, 100, 110, 172, 12, 105, 42, 9, 17, 70, 7, 63, 225, 23, 38]"
999,"[195, 5, 3, 165, 17, 34, 187, 172]"
1000,"[3, 26, 44, 7, 43, 5, 97, 12, 19, 6, 84, 56, 216, 38, 88, 29, 2, 36, 9, 17]"
1001,"[26, 65, 5, 36, 12, 7, 83, 195, 2, 9, 178, 43, 3, 17, 131, 34, 94, 21, 16, 38]"
1002,"[12, 3, 24, 2, 43, 146, 17, 7, 29, 185, 36, 113, 33, 5]"
1003,"[3, 7, 5, 2, 23, 12, 6, 9, 242, 17, 21, 24, 26, 20, 30, 61, 88, 48, 19, 100]"
1004,[]
1007,[166]
1009,"[3, 5, 7, 2, 12, 6, 17, 23, 26, 24, 100, 9, 22, 242, 36, 19, 20, 34, 30, 72]"
1011,[217]
1013,[170]
1016,[235]
1019,[217]
1020,"[5, 2, 80, 3, 17, 72, 7, 100, 6, 12, 21, 9, 23, 65, 36, 30, 48, 131, 38, 52]"
1021,"[3, 23, 5, 7, 12, 17, 21, 9, 24, 20, 2, 48, 131, 242, 30, 22, 100, 42, 40, 6]"
1022,"[48, 5, 100, 80, 7, 21, 2, 17, 6, 3, 23, 225, 12, 9, 20, 42, 19, 38, 40, 182]"
1024,"[83, 3]"
1026,"[42, 12, 145, 5, 6, 26, 32, 17, 2, 7, 24, 113, 80, 67, 100, 25, 20, 9, 38, 40]"
1027,"[3, 5, 23, 2, 187, 151, 7, 19, 17]"
1029,"[2, 67, 109, 5, 71, 80, 48, 100, 195, 17, 12, 6, 121, 72, 36, 52, 88, 34, 150, 9]"
1030,"[195, 5, 17, 171, 73, 3, 21, 7, 186, 182, 199]"
1032,"[27, 23, 6, 9, 2, 12]"
1033,"[6, 26, 12, 5, 17, 77, 2, 165, 48, 20, 7, 100, 80, 23, 169, 202, 24, 38, 147, 42]"
1034,"[159, 69, 36, 192, 5, 131]"
1035,"[80, 3, 100, 7, 5, 2, 6, 24, 12, 225, 9, 65, 17, 241, 126, 48, 20, 43, 93, 22]"
1037,"[223, 71, 138, 94, 26, 34, 7, 12, 3]"
1039,"[5, 6, 48, 27, 2, 12, 17, 26, 73, 20, 34, 137, 19, 42, 123, 147, 25, 80, 199, 45]"
1040,"[45, 2, 80, 5, 3, 6, 17, 12, 26, 7, 48, 100, 23, 67, 241, 9, 24, 20, 145, 63]"
1041,"[5, 34, 2, 36, 12, 139, 9, 43, 88, 72, 65, 159, 73, 19, 98, 25, 17, 69, 118, 48]"
1042,"[80, 241, 19, 65, 5, 2]"
1043,[]
1044,"[188, 56, 36, 6]"
1046,[]
1047,"[36, 2, 5, 43, 3, 12, 9, 34, 19, 88, 139, 23, 72, 172, 16, 17, 159, 186, 146, 80]"
1048,[48]
1052,"[95, 241, 126, 7, 3]"
1056,[140]
1057,[]
1061,[]
1062,"[29, 151, 2, 5, 12, 118, 72, 9, 32, 48, 123, 90]"
1064,"[97, 110, 26]"
1066,"[195, 159, 3, 24, 12, 43, 36, 2, 9, 19, 16, 5, 7, 178, 34, 17, 98, 237, 94, 151]"
1067,"[26, 23, 17, 12, 2, 5, 7]"
1069,"[7, 169, 42]"
1070,"[45, 5, 6, 17, 12, 2, 7, 26, 100, 20, 48, 23, 3, 9, 145, 24, 38, 30, 77, 147]"
1071,"[3, 2, 19, 5, 17, 23, 52, 51, 21, 30, 100, 154, 71, 7, 65, 12, 193, 36, 40, 131]"
1073,"[2, 12, 63, 80, 6, 52, 97, 17, 100, 119, 109, 5, 24, 48, 213, 7, 67, 3, 32, 93]"
1075,"[25, 5]"
1079,"[3, 100, 40, 12, 80, 2, 21, 38, 202, 5, 174, 131, 27, 34, 94, 7, 32, 204, 149, 9]"
1085,"[80, 126, 22]"
1087,[]
1088,"[6, 42, 147, 2, 12, 192, 104, 117, 30, 5, 52, 40]"
1089,"[17, 6, 173, 5, 45]"
1090,"[169, 32, 7, 6, 17, 24]"
1092,"[7, 2, 5, 3]"
1096,"[12, 6, 17, 84, 42, 170, 40]"
1100,"[2, 6, 67, 80, 23, 100, 52, 27, 7, 5, 17, 12, 48, 45, 131, 63, 3, 20, 21, 22]"
1101,"[80, 2, 5, 48, 3, 100, 12, 23, 17, 7, 6, 9, 20, 121, 225, 22, 169, 24, 241, 67]"
1108,[3]
1109,[2]
1112,"[48, 209, 3, 80, 184]"
1114,"[167, 86, 94, 2, 3]"
1116,[216]
1117,"[48, 6]"
1121,"[2, 80, 6, 17, 72, 12, 93, 100, 5, 48, 63, 45, 67, 20, 7, 131, 145, 126, 42, 24]"
1122,"[118, 29, 5, 3, 2, 36, 19, 204, 149, 139, 43, 9, 173, 151, 16, 137, 109, 84, 44, 17]"
1123,"[213, 2, 6, 45, 27, 154, 126, 20, 63, 110, 12, 7, 226, 173, 75, 100, 187, 202, 90, 224]"
1124,"[19, 5, 3]"
1125,"[27, 126, 6, 25, 5, 12]"
1126,"[33, 147, 3, 109, 5]"
1127,"[12, 213, 5, 6, 17, 2, 80, 26, 27, 20, 67, 32, 24, 9, 7, 34, 72, 97, 100, 38]"
1128,"[5, 100, 12, 19, 2, 38, 169, 7, 24, 32, 40, 25, 126, 26, 9, 30, 3, 20, 6, 23]"
1129,"[94, 43, 7, 3]"
1131,"[159, 80, 2, 34, 12, 42, 100, 5, 7, 32, 139, 17, 9, 24, 106, 131, 38, 128, 27, 22]"
1132,"[100, 2, 12, 5, 17, 238, 6, 93, 7, 80, 42, 63, 45, 48, 131, 3, 67, 52, 69, 38]"
1134,[]
1136,"[80, 45, 48, 6, 2, 12, 67, 100, 26, 5, 17, 9, 69, 7, 20, 23, 126, 3, 145, 147]"
1138,"[34, 3, 199, 88, 5, 36]"
1139,"[17, 5, 6, 20, 42, 2, 30, 12, 32, 100, 23, 48, 7, 24, 113, 9, 126, 26, 52, 3]"
1146,"[159, 2, 5, 61, 182, 34, 98, 9, 19, 43, 90, 36, 73, 12, 3, 17, 172, 72, 88, 118]"
1149,[]
1150,[]
1151,"[97, 42, 89, 12, 6, 100, 3, 7, 45, 182, 119, 26, 69, 2, 17, 50, 5, 43, 67, 34]"
1155,"[5, 6, 2, 12, 42, 20, 24, 9, 7, 30, 17, 48, 100, 40, 45, 169, 3, 65, 38, 22]"
1156,"[48, 3, 42, 7, 242, 5, 67, 12, 100, 148, 23, 30, 61, 6, 184]"
1157,[]
1160,"[80, 6, 17, 121, 48, 12, 2, 67, 5, 147, 100, 225, 241, 45, 20, 23, 7, 42, 26, 93]"
1162,"[16, 45, 48, 217, 5]"
1164,"[5, 3, 12, 9, 20, 2, 77, 7, 17, 32, 23, 226, 22, 145, 26, 113, 242, 30, 38, 6]"
1166,"[2, 5, 17, 184, 69, 12, 3, 7, 42, 6, 26, 100, 45, 9, 121, 222, 38, 24, 80, 23]"
1173,"[21, 43, 34, 7, 3, 12]"
1174,"[12, 25, 159, 5, 56, 17, 140, 9, 26, 61, 3, 20, 6, 88, 7, 175, 90, 36]"
1175,"[5, 2, 6, 12, 9, 17, 20, 100, 30, 45, 128, 40, 26, 32, 24, 23, 38, 113, 7, 3]"
1176,"[26, 36, 17, 7]"
1179,"[147, 26, 17, 6, 12, 67, 119, 2, 71, 5, 239, 38, 34, 48, 80, 24, 9, 131, 20, 77]"
1181,"[2, 5, 159, 137, 12, 90]"
1183,"[32, 7, 12]"
1186,[]
1187,"[2, 12, 169, 63, 6, 5, 72, 52, 93, 17, 100, 7, 197, 32, 3, 131, 26, 109, 139, 9]"
1188,"[3, 5, 7, 229, 204, 2, 121, 186]"
1189,[205]
1190,[]
1191,"[100, 2, 121, 239, 147, 173, 17, 63, 223, 67, 69, 12, 84, 94, 32, 170, 105]"
1193,"[25, 45, 34, 5, 140, 12, 48, 9, 113, 43, 106, 6, 3, 230, 65, 36, 2, 21, 126, 241]"
1200,"[27, 6]"
1208,"[152, 2, 238, 226, 43, 147, 12, 27, 119, 97, 32, 65, 100, 140, 6, 20]"
1212,"[29, 173, 187, 16, 109, 44, 6]"
1213,[2]
1215,"[195, 95, 241, 65, 34, 12, 2, 3]"
1216,"[80, 42, 2, 113, 17, 6, 7, 48, 27, 23, 5, 20, 25, 30, 84, 44, 24, 63, 186]"
1217,"[6, 80, 12, 17, 67, 5, 26, 2, 147, 48, 23, 7, 42, 20, 9, 241, 77, 34, 100, 3]"
1219,"[3, 5, 23, 6, 7, 242, 12, 9, 89, 17, 241, 21, 26, 38, 93, 67, 100, 65, 2, 24]"
1221,"[175, 93, 138, 84, 42]"
1223,"[42, 6, 12, 2, 67, 202, 148, 5, 48, 69, 23, 27, 165, 7, 26, 38, 89, 17, 32, 34]"
1224,[2]
1225,"[2, 121, 80, 5, 100, 3, 23, 172, 212, 17, 67, 21, 126, 95, 146, 149, 36, 52, 9, 44]"
1226,"[5, 2, 80, 48, 12, 9, 89, 72, 100, 6, 30, 169, 126, 119, 78, 27, 3, 19, 20, 24]"
1227,"[184, 6, 43, 36]"
1228,"[145, 22, 6, 2, 7]"
1231,"[20, 2, 5]"
1234,"[2, 5, 199, 216, 3, 12, 30, 7, 118, 94, 44]"
1235,[]
1236,[25]
1237,"[40, 32, 24, 131, 25, 5, 3]"
1239,"[80, 2, 72, 17, 5, 12, 23, 152, 16, 9, 48, 3, 241, 6, 30, 61, 147, 173, 7, 242]"
1240,"[154, 242, 3, 24, 20, 100]"
1245,[235]
1246,[]
1247,"[3, 5, 7, 12, 23, 6, 2, 9, 17, 20, 30, 26, 100, 48, 242, 24, 21, 25, 169, 32]"
1248,"[48, 228, 100, 5]"
1252,[]
1253,"[5, 2, 80, 7, 12, 6, 20, 32, 17, 30, 40, 100, 89, 9, 72, 24, 93, 131, 3, 126]"
1254,"[159, 137, 150, 118, 128, 71, 50, 95, 17, 12]"
1255,"[88, 5, 9, 25, 24, 3, 224, 105, 36]"
1256,"[2, 45, 5, 52, 12, 6, 100, 7, 48, 17, 27, 20, 72, 30, 80, 147, 126, 67, 90, 38]"
1257,"[38, 36, 5]"
1259,[]
1260,"[185, 146, 3]"
1261,[]
1264,"[80, 2, 48, 12, 6, 7, 100, 67, 5, 45, 17, 20, 241, 126, 42, 22, 147, 32, 23, 131]"
1265,[44]
1266,"[50, 21, 6, 7, 12]"
1267,"[67, 95, 131, 30, 24, 5, 3]"
1269,"[2, 42, 12, 117, 17, 5, 50]"
1270,"[3, 128, 72]"
1275,"[186, 217]"
1277,[]
1278,"[88, 22, 25, 5, 2, 3, 12]"
1279,"[242, 5, 3, 146, 7, 209, 40, 6, 48, 36, 16, 23, 9, 25, 12, 98, 126, 86, 26, 34]"
1280,[]
1281,"[12, 5, 2, 80, 6, 27, 3, 84, 26, 121, 9, 7, 30, 38, 40, 65, 213, 17, 44, 20]"
1282,"[5, 2, 17, 24, 9, 88, 67, 80, 38, 3, 12, 241, 23, 188, 95, 34, 178, 20, 25, 121]"
1283,"[3, 23, 7, 5, 242, 65, 30, 2, 9, 26, 98, 36, 6, 21, 77, 12, 100, 193, 167, 25]"
1290,"[27, 3, 7, 2, 12, 5, 25, 6, 137, 100, 44, 148, 235, 80, 9, 19, 21, 73, 17, 72]"
1293,"[93, 42, 5, 12, 7, 2, 30, 3, 100, 40, 67, 6, 9, 38, 22, 17, 48, 123, 24, 182]"
1294,"[5, 17, 34, 2, 173, 80, 224]"
1295,"[176, 202, 131, 242, 40, 38, 6, 2, 7, 12]"
1299,[]
1300,"[29, 224]"
1301,"[3, 2, 5, 12, 80, 16, 9, 6, 72, 7, 100, 45, 22, 17, 240, 23, 34, 95, 223, 52]"
1303,"[65, 21, 12]"
1304,[]
1305,"[48, 228, 42, 12, 149, 145, 80, 2, 67, 36, 70, 17, 131, 126, 104, 169, 5, 22, 20]"
1306,"[23, 56, 48, 20, 34, 3, 5, 7, 12]"
1307,"[12, 5]"
1310,"[75, 42, 95, 30, 22, 21, 38, 3, 12, 2]"
1312,"[26, 24, 7, 2, 5, 3]"
1313,"[23, 3]"
1314,[175]
1318,[]
1319,"[224, 61, 80, 22, 34, 2, 7, 12, 3]"
1324,"[97, 80, 17, 5, 2, 229, 109, 9, 93, 67, 131, 6, 100, 42, 48, 12, 45, 241, 24, 26]"
1326,"[80, 2, 72, 75, 17, 100, 5, 3, 52, 23, 12, 239, 238, 241, 225, 7, 22, 42, 21, 126]"
1328,"[2, 3, 5, 80, 23, 100, 9, 48, 12, 17, 7, 72, 38, 65, 36, 88, 20, 169, 154, 126]"
1329,"[7, 3]"
1330,"[176, 196, 71, 169, 6, 7, 2, 17, 9, 3]"
1332,"[145, 5, 34, 71, 48, 19, 26, 9, 29, 30, 241, 69, 174, 42, 100, 12, 25, 6, 128, 7]"
1334,"[80, 131, 30, 25, 3, 7, 12]"
1335,"[5, 12, 3, 80, 2, 17, 21, 9, 72, 36, 6, 48, 7, 34, 23, 65, 20, 56, 237, 137]"
1337,"[5, 26, 100, 3, 7, 6, 32, 12, 17, 145, 36, 30, 126, 131, 242, 9, 61, 19, 178, 113]"
1338,"[97, 2, 72, 235, 17]"
1340,"[71, 17, 100, 5, 7, 229, 27, 3, 29, 23, 12, 2, 26, 126, 6, 93, 22, 128, 80, 90]"
1341,"[42, 202]"
1343,"[21, 6]"
1344,[]
1347,[40]
1349,"[80, 17, 67, 147, 12, 6, 2, 5, 26, 48, 45, 100, 20, 225, 229, 24, 7, 241, 9, 38]"
1350,"[121, 2, 80, 3, 5, 7, 48, 241, 9, 6, 21, 23, 223, 100, 12, 109, 20, 228, 118, 126]"
1355,"[152, 80, 17, 12, 2]"
1357,[]
1360,"[6, 19, 12, 239]"
1362,[12]
1363,"[5, 80, 126, 12, 3, 7, 207, 45, 6, 48, 2, 160, 242, 204, 43, 93, 100, 169, 36, 9]"
1365,"[80, 2, 12, 5, 48, 17, 6, 100, 23, 121, 3, 7, 222, 36, 24, 67, 42, 45, 126, 20]"
1366,"[23, 148, 22, 30, 187, 2]"
1367,"[80, 2, 6, 17, 147, 48, 5, 241, 100, 72, 121, 12, 3, 223, 22, 20, 225, 77, 67, 9]"
1371,"[32, 7, 3]"
1372,"[2, 17, 182, 9, 42, 5, 12, 121, 22, 205, 20, 86, 65, 30, 146, 23, 67, 175, 48, 90]"
1375,[]
1376,"[207, 5]"
1378,[119]
1379,"[197, 2]"
1380,"[71, 88, 131, 34, 7, 38, 20, 6, 3]"
1383,"[25, 6, 9]"
1384,"[209, 182]"
1386,"[119, 217, 80, 229, 238, 97, 204, 213, 12, 126, 93, 169, 6, 24, 100, 21, 2, 121, 27, 33]"
1390,"[5, 12, 2, 240, 195, 26, 34, 24, 9, 207, 3, 23, 48, 72, 7, 43, 6, 100, 209]"
1392,"[78, 19, 9, 5, 7]"
1394,"[199, 29]"
1395,"[145, 217, 182]"
1398,[]
1399,[]
1400,"[159, 139, 193, 34, 2, 43, 19, 5, 104, 118, 88, 12, 170, 36]"
1403,[63]
1408,"[242, 3]"
1419,"[17, 80, 228, 6, 146, 100, 48, 147, 2, 226, 109, 241, 5, 12, 7, 149, 126, 26, 52, 9]"
1423,[7]
1426,"[5, 2, 17, 80, 3, 9, 48, 34, 12, 23, 24, 20, 7, 90, 182, 38, 6, 100, 19, 88]"
1427,"[72, 80, 26, 6, 97, 225, 48, 67, 20, 93, 12, 5, 45]"
1429,[]
1430,"[6, 80, 2, 67, 5, 7, 174, 12, 20, 93, 23, 48, 100, 24, 26, 17, 213, 42, 40, 117]"
1433,[]
1436,"[209, 207, 3, 150]"
1441,"[3, 5, 9, 110, 84, 44]"
1442,"[19, 9]"
1443,"[34, 12, 2, 72, 152, 5, 147, 106, 159, 63, 150, 137, 19, 240, 197, 80, 171, 29, 27, 20]"
1444,"[43, 34, 159, 36, 5, 98, 65, 193, 88, 12, 23, 29, 3, 19, 16, 174, 2, 195, 73, 151]"
1447,"[2, 69, 5, 12, 6, 17, 80, 26, 93, 100, 20, 24, 45, 7, 126, 48, 109, 38, 32, 52]"
1451,[]
1452,"[48, 80, 5, 6, 2, 12, 69, 20, 100, 45, 52, 38, 97, 150, 67, 26, 7, 75, 17, 9]"
1453,"[3, 23, 5, 7, 89, 2, 65, 30, 17, 6, 48, 12, 199, 36, 241, 242, 83, 43, 94, 75]"
1454,"[9, 2, 5, 12]"
1455,[]
1456,"[5, 3, 43, 12, 48, 34, 145, 98, 36, 9, 65, 25, 6, 17, 69, 73, 2, 7, 24, 20]"
1457,"[65, 5, 3]"
1458,[]
1460,[12]
1462,[]
1463,"[202, 131, 38, 2, 12]"
1464,"[5, 43, 151, 2, 159, 3, 36, 193, 23, 16, 118, 65, 51, 139, 145, 19, 9, 174, 17, 7]"
1465,[]
1466,[]
1467,[6]
1469,"[5, 80, 20, 17, 32, 12, 2, 42, 36, 77, 184, 30, 6, 9, 97, 23, 69, 131, 24, 229]"
1470,[]
1472,"[169, 7, 23, 3]"
1474,"[80, 6, 17, 48, 5, 2, 100, 26, 12, 7, 225, 75, 24, 21, 95, 148, 42, 113, 169, 9]"
1476,[21]
1477,"[29, 241, 5, 3, 12]"
1478,"[166, 65, 34, 12, 7]"
1479,"[80, 229, 5, 12, 213, 9, 17, 90]"
1480,[]
1481,"[12, 26, 6, 17, 5, 169, 97, 2, 24, 67, 20, 145, 38, 77, 147, 9, 48, 42, 32, 7]"
1482,"[3, 5, 12, 24, 2, 7, 23, 9, 6, 17, 38, 36, 34, 147, 43, 100, 88, 30, 61, 19]"
1483,"[80, 17, 67, 5, 6, 12, 48, 2, 100, 121, 20, 9, 7, 23, 131, 26, 147, 34, 42, 24]"
1484,[12]
1485,"[80, 6, 34, 2, 12]"
1486,[]
1487,"[6, 12, 45, 5, 17, 42, 40, 9, 67, 48, 2, 34, 26, 23, 150, 147, 25, 7, 100, 38]"
1488,"[3, 2, 5, 36, 147, 172, 65, 23, 204, 7, 151, 69, 90, 199, 9, 159, 12, 67, 100, 139]"
1489,"[43, 36, 51, 5, 146, 2, 29, 80, 90, 12, 9, 172, 32, 34, 30, 147, 7, 63, 65, 3]"
1491,"[19, 25, 34, 17, 6, 12, 5, 7]"
1495,"[5, 2, 72, 9, 88, 7, 3, 19, 42, 12, 20, 6, 106, 90, 211, 34, 23, 38, 69, 104]"
1498,"[27, 12, 6, 45, 3, 2, 5, 21, 7, 65, 167, 36, 19, 196, 119, 94, 23, 34, 9, 113]"
1504,[239]
1505,"[229, 80, 217]"
1506,[]
1509,"[204, 224]"
1510,"[209, 21, 148, 36, 9, 7, 3]"
1513,"[2, 119, 5, 12, 80, 97, 6, 36, 22, 48, 26, 93, 213, 67, 24, 20, 43, 126, 241, 17]"
1514,"[70, 36]"
1515,"[80, 6, 5, 229, 12, 67, 2, 45, 75, 52, 147, 24, 17, 175, 90]"
1517,"[30, 80, 2, 42, 5, 27, 100, 67, 48, 6, 12, 17, 72, 29, 229, 9, 63, 241, 105, 21]"
1519,"[69, 239]"
1520,"[217, 237, 34, 3, 12]"
1522,"[7, 5, 3, 12, 40, 25, 241, 65, 6]"
1524,"[80, 5, 2, 12, 17, 6, 7, 20, 9, 100, 24, 3, 32, 30, 27, 131, 48, 52, 26, 93]"
1525,"[77, 34, 6, 3]"
1526,"[12, 22, 17, 192, 56, 117, 5]"
1527,"[5, 29, 2, 17, 118, 3, 48, 36, 9, 145, 211, 65, 204, 23, 20, 34, 43, 12, 22, 100]"
1529,"[228, 209, 72, 32, 2, 17, 5]"
1530,"[83, 21, 3, 7, 12]"
1533,[]
1534,"[6, 3, 7, 5, 9, 12, 65, 2, 26, 145, 217, 100, 36, 216, 242, 38, 80, 27, 204, 17]"
1537,"[5, 29, 71, 19, 170, 182]"
1538,"[100, 9]"
1539,[]
1540,"[148, 23, 20, 242, 126, 26, 3, 2, 5, 12]"
1541,[3]
1542,"[225, 48, 241, 80, 3, 239, 7, 12]"
1543,"[42, 2, 72, 80, 5, 12, 17, 6, 32, 34, 9, 67, 25, 159, 20, 63, 106, 36, 119, 43]"
1544,[]
1545,"[5, 7]"
1548,[230]
1549,[80]
1550,"[196, 169, 84]"
1552,"[3, 2, 17, 5, 48, 6, 7, 12, 23, 100, 38, 65, 45, 34, 90, 98, 42, 131, 204, 20]"
1553,[]
1554,"[43, 26, 9, 7]"
1555,"[217, 80]"
1556,[217]
1557,"[205, 72, 12]"
1559,[139]
1561,"[3, 5, 80, 23, 7, 9, 48, 2, 12, 242, 6, 22, 30, 17, 51, 36, 126, 24, 20, 148]"
1562,"[5, 3, 51, 77, 48, 71, 36, 148, 20, 12, 7, 9, 25, 6, 23]"
1563,"[97, 106, 22, 100, 34, 17, 6, 2, 7]"
1564,"[5, 17, 12, 6, 2, 67, 48, 9, 80, 42, 147, 34, 26, 7, 32, 23, 20, 19, 100, 40]"
1565,"[226, 2, 52, 100, 12, 17, 6, 20, 80, 24, 5, 48, 9, 239, 97, 7, 109, 72, 32, 199]"
1566,"[137, 147, 3, 5, 84, 44, 2, 17, 36, 6, 65, 22, 9, 12, 222, 7, 100, 42, 69, 27]"
1567,"[2, 5, 119, 109, 63, 23, 12, 38, 19, 3, 17, 97, 26, 7, 152, 21, 72, 9, 48, 24]"
1570,[119]
1573,"[2, 36, 43, 90, 5, 139, 159, 19, 51, 137, 34, 65, 72, 56, 16, 199, 216, 193, 38, 12]"
1577,"[97, 119, 80, 67, 38, 7, 12]"
1578,"[80, 6, 17, 23, 5, 48, 78, 12, 3, 2, 26, 100, 9, 20, 225, 199, 7, 241, 24, 73]"
1579,[2]
1581,"[126, 22, 9, 2]"
1582,[170]
1583,"[6, 3, 43, 5, 12, 36, 100, 65, 7, 26, 48, 17, 9, 32, 80, 2, 77, 38, 211, 27]"
1584,"[45, 80, 2, 100, 6, 12, 5, 42, 48, 126, 67, 9, 63, 17, 131, 7, 21, 241, 3, 22]"
1585,"[43, 5, 3, 6, 12, 100, 34, 36, 2, 9, 26, 7, 17, 187, 192, 121, 33, 95, 22, 72]"
1586,"[174, 202, 5, 175, 2, 212, 159, 128, 51, 34, 204, 56, 118, 6, 3]"
